"dota"
{
"DOTA_Accept"	"Elfogad"
"DOTA_AntiAddiction_Label_Green"	"Játékidő: {s:playtime} ( egészséges )"
"DOTA_AntiAddiction_Label_Yellow"	"Játékidő: {s:playtime} ( egészségtelen )"
"DOTA_AntiAddiction_Label_Red"	"Game Time: {s:playtime} ( meghaladva )"
"DOTA_Workshop_Browse"	"Böngészés"
"DOTA_Workshop_TextureName_color"	"Szín"
"DOTA_Workshop_MaterialName_MetalnessTexture"	"Fémesség"
"DOTA_Workshop_MaterialName_NormalTexture"	"Normál térkép"
"DOTA_Workshop_MaterialName_RimMaskTexture"	"Szegélymaszk"
"DOTA_Workshop_TextureName_selfillummask"	"Önmegvilágítási maszk"
"DOTA_Workshop_MaterialName_SpecMaskTexture"	"Tükrözési maszk"
"DOTA_Workshop_MaterialDetail_ColorTexture"	"Ez a szín textúra! A szín."
"DOTA_Workshop_MaterialDetail_MetalnessTexture"	"Ez a fémesség textúra! A fémesség."
"DOTA_Workshop_MaterialDetail_NormalTexture"	"Ez a normál textúra! A normál."
"DOTA_Workshop_MaterialDetail_RimMaskTexture"	"Ez a szegélymaszk textúra! A szegélymaszk."
"DOTA_Workshop_MaterialDetail_SelfIllumTexture"	"Ez a önmegvilágítás textúra! Az önmegvilágítás."
"DOTA_Workshop_MaterialDetail_SpecMaskTexture"	"Ez a  tükrözési maszk textúra! A tükrözési maszk."
"DOTA_Workshop_Model"	"Modell"
"DOTA_Workshop_Animations"	"Animációk"
"DOTA_Workshop_Misc"	"Egyéb"
"DOTA_Workshop_SubmissionType_Ward"	"Ward"
"DOTA_Workshop_ImportP4"	"Importálás (P4)"
"DOTA_Workshop_ImportNoP4"	"Importálás (nincs P4)"
"DOTA_Workshop_SaveSettings"	"Beállítások mentése"
"DOTA_Workshop_LoadSettings"	"Beállítások betöltése"
"DOTA_Workshop_Ready"	"Kész"
"DOTA_Workshop_Optional"	"Elhagyható"
"DOTA_Workshop_Required"	"Szükséges"
"DOTA_Workshop_Required_Texture"	"Szükséges (a textúrák új mérete ez lesz: %s1)"
"DOTA_Workshop_Required_Geometry"	"Szükséges (Max. háromszögszám: %s1)"
"DOTA_Workshop_NotRequired_Geometry"	"(Max. háromszögszám: %s1)"
"DOTA_Workshop_NotRequired_Texture"	"(A textúrák új mérete ez lesz: %s1)"
"DOTA_Workshop_ItemName"	"Tárgynév"
"DOTA_Workshop_ItemName_Desc"	"Ez a tárgyad kimeneti fájlneve. A játékosok nem látják, és legfeljebb 50 karakter hosszú lehet."
"DOTA_Workshop_GenericModelName_Desc"	"Ez az importált tartalmad neve, melyet a Valve-on belül használunk, tehát legyen egyedi és beszédes. A játékosok nem látják, és 50 karakternél rövidebbnek kell lennie."
"DOTA_Workshop_UnknownLOD"	"Ismeretlen geometriafájl"
"DOTA_Workshop_LOD0Title"	"Portrégeometria"
"DOTA_Workshop_LOD0Desc"	"Ez az a .DMX vagy .FBX fájl, ami tárgyad magasabb felbontású textúrázott geometriáját tartalmazza. A játék portré-, tárgykiosztási- és bemutató nézetekben használja. Kérjük, ellenőrizd a modell esetlegesen hiányzó hátfelületeit. Ha üresen hagyod, a játékbeli geometriát alkalmazzuk majd helyette."
"DOTA_Workshop_LOD1Title"	"Játékbeli geometria"
"DOTA_Workshop_LOD1Desc"	"Ez az a .DMX vagy .FBX fájl, mely a tárgyad textúrázott geometriáját tartalmazza. A játékon belül kerül felhasználásra."
"DOTA_Workshop_Texture_Title"	"Textúrafájlok"
"DOTA_Workshop_Texture_Desc"	"Ez az a négy .TGA fájl, melyek kombinálva adják ennek a geometriának a textúráját. Keresd meg, és válaszd ki a _color, _normal, _mask1 vagy _mask2 .TGA fájlok bármelyikét, és a többit majd mi megkeressük ugyanabban a könyvtárban."
"DOTA_Workshop_Texturing"	"Textúrázási súgó"
"DOTA_Workshop_Modelling"	"Modellezési súgó"
"DOTA_Workshop_Animation"	"Animációs súgó"
"DOTA_Workshop_AbilityIconsHelp"	"Képességikon súgó"
"DOTA_Workshop_DisableNICE"	"Textúraszűrés kikapcsolása"
"DOTA_Workshop_DisableNICE_Desc"	"Egyes textúráknál az általunk használt NICE szűrő olyan mipmapeket eredményezhet, melyek nem tartanak fenn egy bizonyos textúrarészletességet. Ha ez történik a textúráiddal, próbáld bekapcsolni ezt a beállítást, és nézd meg, jobban láthatók-e textúráid."
"DOTA_Workshop_Reimport"	"Frissítés"
"DOTA_Workshop_Models_Title"	"Modellek"
"DOTA_Workshop_Materials_Title"	"Anyagok"
"DOTA_Workshop_Attachments_Title"	"Kiegészítők"
"DOTA_Workshop_Marketing_Title"	"Marketing"
"DOTA_Workshop_Marketing_Desc"	"Egy .PSD fájl marketing képekkel, melyeket a beküldésed promotálásánál használunk. Kattints a Markleting súgóra, hogy megnézd a .PSD fájl követelményeit és javasolt formátumát."
"DOTA_Workshop_Marketing_Help"	"Marketing súgó"
"DOTA_Workshop_Particles_Title"	"Részecskék"
"DOTA_Workshop_Particles_Desc"	"Ehhez a modellhez részecske-rendszert kapcsolunk játékmenetbeli céllal. Ez az a .DMX, .SMD, vagy .FBX fájl, ami tartalmazza azon háromszögeket, melyek meghatározzák a részecske-rendszer csatolási módját."
"DOTA_Workshop_Images_Title"	"Képek"
"DOTA_Workshop_AbilityIcons_Title"	"Képességikonok"
"DOTA_Workshop_HudSkin_Intro"	"A HUD külsők a játékon belüli HUD lecserélésére szolgáló képkészletek."
"DOTA_Workshop_HudSkin_Desc"	"A HUD külső exportáló Photoshop eszköz által létrehozott .PNG fájlok. Keresd meg és válaszd ki bármely .PNG fájlt, és a többit megtaláljuk. Az exportáló eszköz által létrehozott könyvtárszerkezetben kell lenniük."
"DOTA_Workshop_HudSkin_Help"	"HUD külső súgó"
"DOTA_Workshop_CursorPack_Intro"	"A kurzorcsomagok olyan képek gyűjteménye, melyek lecserélik a játékbeli kurzorokat."
"DOTA_Workshop_CursorPack_Desc"	"Egy sor .BMP fájl, melyek a kezelőfelület különféle kurzorait képviselik. Szükség van ugyanezen kurzorok nyers .PNG forrásfájljaira is. Keresd meg azt az icon.png fájlt, ami csomagod raktár-ikonjaként szolgál majd, és a többi fájlt már megtaláljuk."
"DOTA_Workshop_CursorPack_Help"	"Kurzorcsomag súgó"
"DOTA_Workshop_ImportLoadingScreen"	"BETÖLTŐKÉPERNYŐ IMPORTÁLÁSA"
"DOTA_Workshop_LoadingScreen_Intro"	"Egy kép, mely lecseréli az alap Dota 2 betöltőképernyőt."
"DOTA_Workshop_LoadingScreen_Desc"	"loadingscreen.png megkeresése."
"DOTA_Workshop_LoadScreen_Preview_Title"	"Képarány-levágás előnézete"
"DOTA_UI_LoadScreen_16_9"	"16:9-es képarány"
"DOTA_UI_LoadScreen_16_10"	"16:10-es képarány"
"DOTA_UI_LoadScreen_4_3"	"4:3-as képarány"
"DOTA_Workshop_ImportChatEmoticon"	"CSEVEGÉS-HANGULATJEL IMPORTÁLÁSA"
"DOTA_Workshop_ChatEmoticon_Intro"	"Animált csevegés-hangulatjel."
"DOTA_Workshop_ChatEmoticon_Help"	"Csevegés-hangulatjel súgó"
"DOTA_Workshop_ChatEmoticon_Title"	"Forrás képfájl"
"DOTA_Workshop_ChatEmoticon_ItemName"	"Hangulatjel kulcsszó"
"DOTA_Workshop_ChatEmoticon_ItemName_Desc"	"Javasolt csevegés-hangulatjel kulcsszó"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed"	"Képkocka-időtartam"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed_Desc"	"Képkocka-időtartam, ezredmásodpercben. A legtöbb hangulatjel 100 ezredmásodpercet használ képkockánként."
"DOTA_Workshop_ChatEmoticon_DefaultFrame"	"Alap képkocka"
"DOTA_Workshop_ChatEmoticon_DefaultFrame_Desc"	"Az akkor mutatandó képkocka, amikor a hangulatjel nincs animálva. Értéktartománya 0 és a képkockák száma mínusz egy. A -1 érték használata automatikusan az utolsó képkockát választja ki. Ha nincs megadva, az első (0.) képkockát használja."
"DOTA_Workshop_ChatEmoticon_Preview_Title"	"Csevegés-hangulatjel előnézete"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"Előnézet"
"DOTA_Workshop_File_ChatEmoticon"	"Forrás kép (.png fájlok)"
"DOTA_Workshop_Attachments_Desc"	"A csatolási pontok olyan pontok a modellen, melyeket a játék bizonyos hatások elhelyezésére használ. Minden egyes csatolási pont pozícióval és szöggel bír, melyek a modelled egy csontjából erednek. Minden egyes szükséges csatolási ponthoz add meg a csont nevét. Miután felépítettük importált modelled, az előnézet megmutatja a csatolási pontot, így ellenőrizheted helyzetét."
"DOTA_Workshop_Attachments_UIBlock"	"%s1 csatolási pontok"
"DOTA_Workshop_Attachment_HitLocation"	"Találati hely csont neve"
"DOTA_Workshop_Attachment_HitLocation_Desc"	"Meghatározza, hogy a modellen hova érkezzenek az ellenséges lövedékek. Jó pozíció erre a modell közepének felső része, humanoid modellek esetén például a fej közepe."
"DOTA_Workshop_Attachment_LeftEye"	"Bal szem csont neve"
"DOTA_Workshop_Attachment_LeftEye_Desc"	"Meghatározza, hogy hol legyenek a modellen a lény bal szemére szánt szokatlan részecske-hatások. Csak animálatlan szemillesztéshez, vagy a fejillesztéshez kapcsold. A bal szemre pozicionáld úgy, hogy a piros tx nyíl előrefelé mutasson."
"DOTA_Workshop_Attachment_RightEye"	"Jobb szem csont neve"
"DOTA_Workshop_Attachment_RightEye_Desc"	"Meghatározza, hogy hol legyenek a modellen a lény jobb szemére szánt szokatlan részecske-hatások. Csak animálatlan szemillesztéshez, vagy a fejillesztéshez kapcsold. A jobb szemre pozicionáld úgy, hogy a piros tx nyíl előrefelé mutasson."
"DOTA_Workshop_Attachment_AttackPoint"	"Támadási pont csont neve"
"DOTA_Workshop_Attachment_AttackPoint_Desc"	"Távolsági támadó egységeknél ez határozza meg, honnan induljanak a támadási lövedékek. Közelharci egységeknél itt keletkeznek a találati hatások, mint a vérfröccsenés."
"DOTA_Workshop_Attachment_AttackPoint2"	"Tartalék támadási pont csont neve"
"DOTA_Workshop_Attachment_AttackPoint2_Desc"	"Amikor TARTALÉK FEGYVERES TÁMADÁSI animáció kerül felhasználásra az alap TÁMADÁS helyett, ebben a támadási pontban keletkeznek a találati hatások és lövedékek."
"DOTA_Workshop_Attachment_Mouth"	"Szájcsont neve"
"DOTA_Workshop_Attachment_Mouth_Desc"	"Meghatározza, hogy hol legyenek a modellen az egység szájához szánt részecske-hatások."
"DOTA_Workshop_Attachment_BowTop"	"Íjhúr felső csatolási pont"
"DOTA_Workshop_Attachment_BowTop_Desc"	"Meghatározza, hogy hová kell kapcsolódnia a modellen az íjhúr részecske-effekt felső részének."
"DOTA_Workshop_Attachment_BowMid"	"Íjhúr középponti csatolási pont"
"DOTA_Workshop_Attachment_BowMid_Desc"	"Meghatározza, hogy hová kell kapcsolódnia a modellen az íjhúr részecske-effekt középső részének. Az íjhúr lövéshez történő meggörbítéséhez használt."
"DOTA_Workshop_Attachment_BowBot"	"Íjhúr alsó csatolási pont"
"DOTA_Workshop_Attachment_BowBot_Desc"	"Meghatározza, hogy hová kell kapcsolódnia a modellen az íjhúr részecske-effekt alsó részének."
"DOTA_Workshop_Attachment_LowerStaff"	"Earth Spirit alsó bot-csatolási pont"
"DOTA_Workshop_Attachment_LowerStaff_Desc"	"Meghatározza, hogy a bot modellen az alsó részecske-effektnek hova kellene csatolódnia."
"DOTA_Workshop_Attachment_UpperStaff"	"Earth Spirit felső bot-csatolási pont"
"DOTA_Workshop_Attachment_UppperStaff_Desc"	"Meghatározza, hogy a bot modellen a felső részecske-effektnek hova kellene csatolódnia."
"DOTA_Workshop_Animation_Title"	"Animációk"
"DOTA_Workshop_Animation_Desc"	"Az animációk .DMX, .SMD vagy .FBX fájlok, melyek modelled egyetlen animációját tartalmazzák."
"DOTA_Workshop_Animation_UIBlock"	"%s1 animációk"
"DOTA_Workshop_Preview_Anim"	"Animáció:"
"DOTA_Workshop_Preview_Gesture"	"Átfedés:"
"DOTA_Workshop_Preview_Skin"	"Textúra:"
"DOTA_Workshop_Preview_Model"	"Modell:"
"DOTA_Workshop_Preview_Attachment"	"Csatolási pont kijelölése:"
"DOTA_Workshop_Preview_NoAttachment"	"Nincs"
"DOTA_Workshop_Preview_ShowReference"	"Referenciamodell mutatása"
"DOTA_Workshop_Preview_ToggleLOD"	"Kis felbontású modell mutatása"
"DOTA_Workshop_Preview_TogglePedestal"	"Talapzat be/ki"
"DOTA_Workshop_Preview_ToggleUI"	"Kezelőfelület ki/be"
"DOTA_Workshop_ImportError_Validation"	"Érvényesítés sikertelen"
"DOTA_Workshop_Error_TooManyBones"	"A(z) %1 a megengedettnél több csontot tartalmaz.\nA modellek nem tartalmazhatnak 52-nél több csontot."
"DOTA_Workshop_ImportError"	"Importálási hiba"
"DOTA_Workshop_Error_VMTCount"	"A(z) %s1 modell egynél több anyagot használ. A modellek összes LOD-jához csak egy anyag engedélyezett.\nTalált anyagok:\n\n%s2"
"DOTA_Workshop_Error_TextureNameA"	"Nem ismerhető fel a kiválasztott .TGA fájlnév. A textúraneveknek a következők egyikére kell végződnie: _color, _normal, _mask1, _mask2"
"DOTA_Workshop_Error_TextureNameB"	"Nem található megfelelő .TGA fájl a következő végződéssel:\n %s1"
"DOTA_Workshop_RequiredFileError"	"A szükséges fájl nem található!"
"DOTA_Workshop_RequiredFile_Name"	"Nem található a következő nevű szükséges fájl:\n %s1"
"DOTA_Workshop_ZipError"	"Fájlhiba!"
"DOTA_Workshop_ZipError_Desc"	"Nem sikerült az átmeneti beküldési zip fájl létrehozása itt: %s1"
"DOTA_Workshop_Error"	"Importálási hiba"
"DOTA_Workshop_Error_Unskinned"	"%1: Nem sikerült olyan csontot találni a viselhető tárgyban, ami megfelel a hősmodell csontjainak. A viselhető tárgyakat a hős csontozásának megfelelően kell textúrázni, hogy beküldhetők legyenek."
"DOTA_Workshop_Error_NoManifest"	"A zip fájl nem tartalmazza a manifest.txt fájlt."
"DOTA_Workshop_Quicksave_Fail"	"Mentés sikertelen"
"DOTA_Workshop_Quicksave_Fail_Desc"	"Nem sikerült az importálási állapotot menteni itt: %s1"
"DOTA_Workshop_Quickload_Fail"	"Betöltés sikertelen"
"DOTA_Workshop_Quickload_Fail_Desc"	"Sikertelen betöltés: nem található a mentett fájl %s1 helyen."
"DOTA_Workshop_NotInTest"	"A Dota 2 Testben nem tehetsz közzé."
"DOTA_Workshop_NotInTest_Desc"	"Használd a fő Dota 2 klienst a Steam Műhely használatba vételéhez."
"DOTA_Workshop_Import"	"Importálás"
"DOTA_Workshop_Importing"	"Importálás"
"DOTA_Workshop_Import_Success"	"SIKERES IMPORTÁLÁS"
"DOTA_Workshop_Import_Failed"	"SIKERTELEN IMPORTÁLÁS"
"DOTA_Workshop_OutOfBudget"	"%1 túl sok háromszöget tartalmaz:\n %2 %3 háromszöget tartalmaz, viszont a keret csupán %4 darabot enged meg."
"DOTA_Workshop_LOD0Title_Ward"	"Portrégeometria"
"DOTA_Workshop_LOD0Desc_Ward"	"Ez az a .DMX, .SMD vagy .FBX fájl, ami wardod magasabb felbontású textúrázott geometriáját tartalmazza. A játék csak portrénézetekben használja."
"DOTA_Workshop_LOD1Title_Ward"	"Játékbeli geometria"
"DOTA_Workshop_LOD1Desc_Ward"	"Ez az a .DMX, .SMD vagy .FBX fájl, mely a tárgyad textúrázott geometriáját tartalmazza. A játékon belül kerül felhasználásra."
"DOTA_Workshop_Mat0Title_Ward"	"Observer textúrafájlok"
"DOTA_Workshop_Mat0Desc_Ward"	"Ez a _color .TGA fájl, ami Observer Wardként textúrázza a geometriát. A _normal, _mask1 és _mask2 .TGA fájlok elhagyhatók a wardoknál. Ha megtaláljuk őket ugyanabban a könyvtárban, felhasználásra kerülnek."
"DOTA_Workshop_Mat1Title_Ward"	"Sentry textúrafájlok"
"DOTA_Workshop_Mat1Desc_Ward"	"Ez a _color .TGA fájl, ami Sentry Wardként textúrázza a geometriát. A _normal, _mask1 és _mask2 .TGA fájlok elhagyhatók a wardoknál. Ha megtaláljuk őket ugyanabban a könyvtárban, felhasználásra kerülnek."
"DOTA_Workshop_Animation_Spawn"	"Születés"
"DOTA_Workshop_Animation_Idle"	"Tétlenség"
"DOTA_Workshop_Animation_IdleAlt"	"Alternatív tétlenség"
"DOTA_Workshop_Animation_IdleRare"	"Ritka tétlenség"
"DOTA_Workshop_Animation_Run"	"Futás"
"DOTA_Workshop_Animation_RunAlt"	"Alternatív futás"
"DOTA_Workshop_Animation_RunRare"	"Ritka futás"
"DOTA_Workshop_Animation_RunHaste"	"Sietős futás"
"DOTA_Workshop_Animation_RunInjured"	"Sebzett futás"
"DOTA_Workshop_Animation_Die"	"Halál"
"DOTA_Workshop_Animation_Die2"	"Alternatív halál"
"DOTA_Workshop_Animation_Attack"	"Támadás"
"DOTA_Workshop_Animation_Attack_Desc"	"A támadási animációk időzítésének egyeznie kell az egység alap animációinak időzítésével."
"DOTA_Workshop_Animation_AttackB"	"Alternatív támadás"
"DOTA_Workshop_Animation_AttackB_Desc"	"Egy alternatív támadási animáció, mely véletlenszerűen játszódik le a TÁMADÁSI animáció helyett."
"DOTA_Workshop_Animation_Attack2"	"Tartalék fegyveres támadás"
"DOTA_Workshop_Animation_Attack2_Desc"	"Egy alternatív támadási animáció, mely véletlenszerűen játszódik le a TÁMADÁSI animáció helyett. A találati hatások / lövedékek a TARTALÉK FEGYVERES TÁMADÁSI PONTBAN keletkeznek, az alap TÁMADÁSI PONT helyett."
"DOTA_Workshop_Animation_Attack2B"	"Tartalék fegyveres alternatív támadás"
"DOTA_Workshop_Animation_Attack2B_Desc"	"Egy alternatív támadási animáció, mely véletlenszerűen játszódik le a TÁMADÁSI animáció helyett. A találati hatások / lövedékek a TARTALÉK FEGYVERES TÁMADÁSI PONTBAN keletkeznek, az alap TÁMADÁSI PONT helyett."
"DOTA_Workshop_Animation_Flail"	"Kapálózás"
"DOTA_Workshop_Animation_Flail_Desc"	"Egy ismétlődő animáció, mely akkor kerül felhasználásra, amikor az egység mozgásképtelen és mozgatják (pl.: cyclone, black hole, levegőbe repítés)."
"DOTA_Workshop_Animation_Disabled"	"Magatehetetlen / Bénult"
"DOTA_Workshop_Animation_TurnPoseCenter"	"Középső fordulási póz"
"DOTA_Workshop_Animation_TurnPoseLeft"	"Bal fordulási póz"
"DOTA_Workshop_Animation_TurnPoseRight"	"Jobb fordulási póz"
"DOTA_Workshop_Animation_TurnPoseCenter_Desc"	"Egyetlen kockából álló előre néző egység-póz. Általában a futási animáció 0. kockáját újra felhasználhatod itt. Ha meg van adva, meg kell adnod a bal és jobb fordulási pózokat is."
"DOTA_Workshop_Animation_TurnPoseLeft_Desc"	"Egyetlen kockából álló balra forduló egység-póz. Miközben az egység balra fordul, ezt vegyítjük a középső pózzal. Ha meg van adva, meg kell adnod a középső és jobb fordulási pózokat is."
"DOTA_Workshop_Animation_TurnPoseRight_Desc"	"Egyetlen kockából álló jobbra forduló egység-póz. Miközben az egység jobbra fordul, ezt vegyítjük a középső pózzal. Ha meg van adva, meg kell adnod a középső és bal fordulási pózokat is."
"DOTA_Workshop_Animation_PortraitIdle"	"Tétlen portré"
"DOTA_Workshop_Animation_PortraitRare"	"Ritka tétlen portré"
"DOTA_Workshop_Animation_BackLeftIdle"	"Bal hátsó tétlenség"
"DOTA_Workshop_Animation_LeftIdle"	"Bal tétlenség"
"DOTA_Workshop_Animation_RightIdle"	"Jobb tétlenség"
"DOTA_Workshop_Animation_BackRightIdle"	"Jobb hátsó tétlenség"
"DOTA_Workshop_Animation_BackLeftAttack"	"Bal hátsó támadás"
"DOTA_Workshop_Animation_LeftAttack"	"Bal támadás"
"DOTA_Workshop_Animation_RightAttack"	"Jobb támadás"
"DOTA_Workshop_Animation_BackRightAttack"	"Jobb hátsó támadás"
"DOTA_Workshop_Animation_Center_Desc"	"Tekintsd ezt a központi animációnak. Ugyanezen animáció bal és jobb verziójával ötvözzük, hogy az egység egyenletesen követhesse egy másik egység helyzetét."
"DOTA_Workshop_Animation_BackLeft_Desc"	"Ez egy teljes animáció, melynek ugyanannyi képkockából kell állnia, mint a központi változatnak. Azonban az egységnek 179 fokra balra kell néznie, vagyis a modell alja nézzen előre, de a felső rész forduljon szinte teljesen hátra bal felé."
"DOTA_Workshop_Animation_Left_Desc"	"Ez egy teljes animáció, melynek ugyanannyi képkockából kell állnia, mint a központi változatnak. Azonban az egységnek 90 fokra balra kell néznie, vagyis a modell alja nézzen előre, de a felső rész forduljon pontosan balra."
"DOTA_Workshop_Animation_Right_Desc"	"Ez egy teljes animáció, melynek ugyanannyi képkockából kell állnia, mint a központi változatnak. Azonban az egységnek 90 fokra jobbra kell néznie, vagyis a modell alja nézzen előre, de a felső rész forduljon pontosan jobbra."
"DOTA_Workshop_Animation_BackRight_Desc"	"Ez egy teljes animáció, melynek ugyanannyi képkockából kell állnia, mint a központi változatnak. Azonban az egységnek 179 fokra jobbra kell néznie, vagyis a modell alja nézzen előre, de a felső rész forduljon szinte teljesen hátra jobb felé."
"DOTA_Workshop_LD_Trueform_Ability1"	"Summon Spirit Bear"
"DOTA_Workshop_LD_Trueform_Ability1_Desc"	"40 képkocka hosszú, az idézés a 15. képkockán történik meg."
"DOTA_Workshop_LD_Trueform_Ability2"	"Rabid"
"DOTA_Workshop_LD_Trueform_Ability2_Desc"	"30 képkocka hosszú, az idézés a 0. képkockán történik meg."
"DOTA_Workshop_LD_Trueform_Ability4"	"Battlecry"
"DOTA_Workshop_LD_Trueform_Ability4_Desc"	"40 képkocka hosszú, az idézés a 15. képkockán történik meg."
"DOTA_Workshop_LD_Trueform_AbilityUlt"	"Druid Form"
"DOTA_Workshop_LD_Trueform_AbilityUlt_Desc"	"Visszaváltozás Druid Formba. Összesen 70 képkocka hosszúságú, és az 58. képkockán kell eltűnnie a föld alatt."
"DOTA_Workshop_Animation_Victory"	"Győzelem"
"DOTA_Workshop_Animation_Defeat"	"Vereség"
"DOTA_Workshop_Animation_IdleOutOfRange"	"Tétlenség (hatótávon kívüli)"
"DOTA_Workshop_Animation_IdleOutOfRange_Desc_SB"	"Ez a tétlenség-animáció akkor kerül lejátszásra, amikor Lone Druid túl messze van a medvéjétől, hogy az támadjon."
"DOTA_Workshop_Animation_RunOutOfRange"	"Futás (hatótávon kívüli)"
"DOTA_Workshop_Animation_RunOutOfRange_Desc_SB"	"Ez a futási animáció akkor kerül lejátszásra, amikor Lone Druid túl messze van a medvéjétől, hogy az támadjon."
"DOTA_Workshop_Animation_Die_Forward"	"Halál előre"
"DOTA_Workshop_AmbientLight"	"Környezeti megvilágítás"
"DOTA_Workshop_BackgroundColor"	"Háttérszín"
"DOTA_Workshop_BackgroundTexture"	"Háttértextúra"
"DOTA_Workshop_Camera"	"Kamera"
"DOTA_Workshop_CameraFOV"	"Kamera látótere"
"DOTA_Workshop_EditAngles"	"Szögek szerkesztése"
"DOTA_Workshop_EditAttachments"	"Csatolmányok szerkesztése"
"DOTA_Workshop_EditGeneric"	"Általános szerkesztése"
"DOTA_Workshop_EditOrigin"	"Eredet szerkesztése"
"DOTA_Workshop_EditPortrait"	"Portré szerkesztése"
"DOTA_Workshop_GameDay"	"Nappal"
"DOTA_Workshop_GameNight"	"Éjszaka"
"DOTA_Workshop_ImportLog"	"Importálási napló"
"DOTA_Workshop_Next"	"Következő"
"DOTA_Workshop_PickType"	"Típus választása"
"DOTA_Workshop_Portrait"	"Portré"
"DOTA_Workshop_Prev"	"Előző"
"DOTA_Workshop_Preview"	"Előnézet"
"DOTA_Workshop_PreviewInGame"	"Előnézet játékban"
"DOTA_Workshop_SelectInputs"	"Összetevők kiválasztása"
"DOTA_Workshop_SelectWearables"	"Viselhetők kiválasztása"
"DOTA_Workshop_ShadowColor"	"Árnyék színe"
"DOTA_Workshop_ShowLowResModel"	"Kis felbontású modell mutatása"
"DOTA_Workshop_ShowPedestal"	"Talapzat mutatása"
"DOTA_Workshop_ShowReferenceModel"	"Referenciamodell mutatása"
"DOTA_Workshop_SpotLight"	"Reflektorfény"
"DOTA_Workshop_SpotlightDistance"	"Reflektorfény távolsága"
"DOTA_Workshop_SpotlightSize"	"Reflektorfény mérete"
"DOTA_Workshop_Submit"	"Küldés"
"DOTA_Workshop_Texture"	"Textúra"
"DOTA_Workshop_TurnTable"	"Forgóasztal"
"DOTA_Workshop_WorkshopImportDialog"	"Műhelyimport-párbeszédablak"
"DOTA_Workshop_Err_MissingInput"	"Hiányzó szükséges összetevő: '%1'"
"DOTA_Workshop_Err_InvalidFile"	"Érvénytelen fájl: '%1'"
"DOTA_Workshop_Err_FileDoesNotExist"	"A(z) '%1' forrásfájl nem létezik"
"DOTA_Workshop_Err_FailedToCopy"	"Nem sikerült másolni a(z) '%1' célhelyre"
"DOTA_Workshop_Err_FailedToWrite"	"Nem sikerült írni a(z) '%1' célhelyre"
"DOTA_Workshop_Err_FailedToCompile"	"A(z) '%1' összeállítása nem sikerült"
"DOTA_Workshop_Err_SerializeVMDL"	"Belső hiba (VMDL szerializáció)"
"DOTA_Workshop_Err_ZipExists"	"Belső hiba (már létezik egyedi zip)"
"DOTA_Workshop_Err_FileNotInAssetSystem"	"Belső hiba (a fájl nincs az elemrendszerben) '%1'"
"DOTA_Workshop_Err_NoGameFile"	"Belső hiba (nincs játékfájl) '%1'"
"DOTA_Workshop_Err_NoContentFile"	"Belső hiba (nincs tartalomfájl) '%1'"
"DOTA_Workshop_Err_AssetNotInTestbed"	"Belső hiba (az elem nincs a próbapadon) '%1'"
"DOTA_Workshop_BrowseForZipCaption"	"Zip kiválasztása"
"DOTA_Workshop_BrowseForZipFilter"	"Műhely-beküldések"
"DOTA_Workshop_BrowseForSessionCaption"	"Műhely-munkamenet kiválasztása"
"DOTA_Workshop_BrowseForSessionFilter"	"Műhely-munkamenet"
"DOTA_Workshop_LoadSession"	"Munkamenet betöltése"
"DOTA_Workshop_SaveSession"	"Munkamenet mentése"
"DOTA_Workshop_LoadSessionError"	"Hiba a munkamenet betöltésekor"
"DOTA_Workshop_SaveSessionError"	"Hiba a munkamenet mentésekor"
"DOTA_Workshop_Err_SessionSaveKV3"	"Belső hiba (KV3-mentés: %1)"
"DOTA_Workshop_Err_SessionSaveNoTemplate"	"Belső hiba (nincs sablon)"
"DOTA_Workshop_Err_SessionLoadKV3"	"Belső hiba: (KV3-betöltés)\n%1\n%2"
"DOTA_Workshop_Err_SessionLoadBadData"	"Belső hiba (hibás adatbetöltés: %1)"
"DOTA_Workshop_Err_SessionLoadBadTemplate"	"Ismeretlen sablonnév: '%1'"
"DOTA_Workshop_Err_Misc"	"Belső hiba (%1)"
"DOTA_Workshop_Err_BadCfg"	"Belső hiba (hiányzik az elvárt '%1': %2)"
"DOTA_Workshop_Err_BadUI"	"Belső hiba (félrekonfigurált kezelőfelület, elvárt: '%1': %2)"
"DOTA_Workshop_Err_BadSession"	"Belső hiba (félrekonfigurált munkamenet, elvárt '%1': %2)"
"DOTA_Filter_Field_Category"	"Címkék"
"DOTA_Armory_Tags_Popup_Title"	"Címkézés"
"DOTA_Armory_Attributes"	"Tulajdonságok"
"DOTA_Event_Level"	"Szint"
"DOTA_Skip"	"Átugrás"
"DOTA_Done"	"Kész"
"DOTA_TryAgain"	"Újrapróbálás"
"DOTA_Treasure_OpenAnother"	"Másik kinyitása"
"DOTA_Treasure_OpenTreasure"	"Kincs kinyitása"
"DOTA_Treasure_OpenNoDupe"	"Minden kincs, amit kinyitsz {d:items_per_treasure} darabot tartalmaz a mutatott normál tárgyak közül. Nem lesznek ismétlődések, amíg nem kaptál mindegyikből egyet. Ha szerencsés vagy, egy ritka tárgyat is kaphatsz."
